Review,Topic,Sentiment
The driver followed the route correctly.,Driver Behavior,Neutral
App kept crashing while booking.,App Experience,Negative
"Price was fine, not too high, not too low.",Pricing,Neutral
"Had to re-enter card details, minor inconvenience.",Payment Issues,Neutral
Worst experience I've had with a cab service.,Miscellaneous,Negative
Decent ride but lacked engagement.,Driver Behavior,Neutral
Not satisfied with the overall service.,Miscellaneous,Negative
"Very reckless driving, felt unsafe.",Driver Behavior,Negative
Overall a great experience!,Miscellaneous,Positive
"Payment was processed, but took some time.",Payment Issues,Neutral
Decent ride but lacked engagement.,Driver Behavior,Neutral
Not satisfied with the overall service.,Miscellaneous,Negative
"Driver was okay, nothing special.",Driver Behavior,Neutral
"Ride was okay, nothing extraordinary.",Ride Comfort,Neutral
Cashless transactions work perfectly.,Payment Issues,Positive
The fare was reasonable for the distance.,Pricing,Positive
Very helpful and responsive customer care.,Customer Support,Positive
Overall a great experience!,Miscellaneous,Positive
Got my refund without hassle.,Customer Support,Positive
"Had to re-enter card details, minor inconvenience.",Payment Issues,Neutral
Decent ride but lacked engagement.,Driver Behavior,Neutral
Would definitely use this service again.,Miscellaneous,Positive
Everything was smooth and well-managed.,Miscellaneous,Positive
Support team resolved my issue quickly.,Customer Support,Positive
The driver was polite and professional.,Driver Behavior,Positive
Very helpful and responsive customer care.,Customer Support,Positive
"User-friendly interface, smooth booking.",App Experience,Positive
"Standard payment process, nothing special.",Payment Issues,Neutral
"Standard service, nothing great.",Customer Support,Neutral
"Payment was processed, but took some time.",Payment Issues,Neutral
Not satisfied with the overall service.,Miscellaneous,Negative
"Overall, a standard experience.",App Experience,Neutral
Not satisfied with the overall service.,Miscellaneous,Negative
Refund took too long to process.,Payment Issues,Negative
"Standard service, nothing great.",Customer Support,Neutral
Great value for money!,Pricing,Positive
"Customer support was okay, took some time.",Customer Support,Neutral
Driver refused to turn on the AC.,Driver Behavior,Negative
"So many issues, wouldn't recommend.",Miscellaneous,Negative
Long wait times and unhelpful support.,Customer Support,Negative
"Nothing remarkable, but it worked.",Miscellaneous,Neutral
The fare was reasonable for the distance.,Pricing,Positive
"Payment was processed, but took some time.",Payment Issues,Neutral
"Price was fine, not too high, not too low.",Pricing,Neutral
The driver was polite and professional.,Driver Behavior,Positive
Affordable and transparent pricing.,Pricing,Positive
Very comfortable seats and clean car.,Ride Comfort,Positive
Payment failed multiple times.,Payment Issues,Negative
Overall a great experience!,Miscellaneous,Positive
"Customer support was okay, took some time.",Customer Support,Neutral
Loved the premium ride experience.,Ride Comfort,Positive
Refund took too long to process.,Payment Issues,Negative
The fare was reasonable for the distance.,Pricing,Positive
"Terrible service, issue not resolved.",Customer Support,Negative
Great value for money!,Pricing,Positive
Driver was rude and impatient.,Driver Behavior,Negative
Car was clean but not luxurious.,Ride Comfort,Neutral
"They eventually helped, but not promptly.",Customer Support,Neutral
"Payment was processed, but took some time.",Payment Issues,Neutral
"They eventually helped, but not promptly.",Customer Support,Neutral
"User-friendly interface, smooth booking.",App Experience,Positive
Easy to book a ride using the app.,App Experience,Positive
"User-friendly interface, smooth booking.",App Experience,Positive
Very helpful and responsive customer care.,Customer Support,Positive
Got my refund without hassle.,Customer Support,Positive
"Very reckless driving, felt unsafe.",Driver Behavior,Negative
Seamless payment experience.,Payment Issues,Positive
Great value for money!,Pricing,Positive
Difficult to navigate the app.,App Experience,Negative
"Payment was processed, but took some time.",Payment Issues,Neutral
Decent ride but lacked engagement.,Driver Behavior,Neutral
No surprises in pricing.,Pricing,Neutral
"Neither good nor bad, just okay.",Miscellaneous,Neutral
"Car smelled bad, ruined the experience.",Ride Comfort,Negative
Smooth ride with a friendly driver.,Driver Behavior,Positive
App worked fine but nothing special.,App Experience,Neutral
"Nothing remarkable, but it worked.",Miscellaneous,Neutral
Long wait times and unhelpful support.,Customer Support,Negative
Very comfortable seats and clean car.,Ride Comfort,Positive
Smooth and relaxing ride.,Ride Comfort,Positive
"Payment was processed, but took some time.",Payment Issues,Neutral
Seamless payment experience.,Payment Issues,Positive
Support team resolved my issue quickly.,Customer Support,Positive
The driver was polite and professional.,Driver Behavior,Positive
Very helpful and responsive customer care.,Customer Support,Positive
Not satisfied with the overall service.,Miscellaneous,Negative
Just an average experience.,Miscellaneous,Neutral
App kept crashing while booking.,App Experience,Negative
"Price was fine, not too high, not too low.",Pricing,Neutral
Seats were dirty and uncomfortable.,Ride Comfort,Negative
App worked flawlessly.,App Experience,Positive
Too expensive for such a short ride!,Pricing,Negative
"Driver was okay, nothing special.",Driver Behavior,Neutral
Payment was quick and hassle-free.,Payment Issues,Positive
The driver followed the route correctly.,Driver Behavior,Neutral
"Terrible service, issue not resolved.",Customer Support,Negative
The driver was polite and professional.,Driver Behavior,Positive
"Long loading times, frustrating experience.",App Experience,Negative
"User-friendly interface, smooth booking.",App Experience,Positive
Ride was bumpy and unpleasant.,Ride Comfort,Negative
Everything was smooth and well-managed.,Miscellaneous,Positive
The driver was polite and professional.,Driver Behavior,Positive
Everything was smooth and well-managed.,Miscellaneous,Positive
Support team resolved my issue quickly.,Customer Support,Positive
Long wait times and unhelpful support.,Customer Support,Negative
Driver refused to turn on the AC.,Driver Behavior,Negative
It was the expected fare.,Pricing,Neutral
Double charged for my ride!,Payment Issues,Negative
Payment was quick and hassle-free.,Payment Issues,Positive
"They eventually helped, but not promptly.",Customer Support,Neutral
Everything was smooth and well-managed.,Miscellaneous,Positive
Smooth ride with a friendly driver.,Driver Behavior,Positive
"User-friendly interface, smooth booking.",App Experience,Positive
"Neither good nor bad, just okay.",Miscellaneous,Neutral
"Terrible service, issue not resolved.",Customer Support,Negative
Surge pricing was unfair.,Pricing,Negative
Smooth ride with a friendly driver.,Driver Behavior,Positive
"Standard payment process, nothing special.",Payment Issues,Neutral
Very helpful and responsive customer care.,Customer Support,Positive
Had to restart the app once.,App Experience,Neutral
"Nothing remarkable, but it worked.",Miscellaneous,Neutral
Car was clean but not luxurious.,Ride Comfort,Neutral
Great value for money!,Pricing,Positive
Cashless transactions work perfectly.,Payment Issues,Positive
"User-friendly interface, smooth booking.",App Experience,Positive
Smooth ride with a friendly driver.,Driver Behavior,Positive
Affordable and transparent pricing.,Pricing,Positive
Driver was rude and impatient.,Driver Behavior,Negative
"Very reckless driving, felt unsafe.",Driver Behavior,Negative
Surge pricing was unfair.,Pricing,Negative
"Had to re-enter card details, minor inconvenience.",Payment Issues,Neutral
Refund took too long to process.,Payment Issues,Negative
Payment failed multiple times.,Payment Issues,Negative
"Overall, a standard experience.",App Experience,Neutral
It was the expected fare.,Pricing,Neutral
"Price was fine, not too high, not too low.",Pricing,Neutral
"Car smelled bad, ruined the experience.",Ride Comfort,Negative
Refund took too long to process.,Payment Issues,Negative
Too expensive for such a short ride!,Pricing,Negative
Too expensive for such a short ride!,Pricing,Negative
Worst experience I've had with a cab service.,Miscellaneous,Negative
"Driver was okay, nothing special.",Driver Behavior,Neutral
Difficult to navigate the app.,App Experience,Negative
Payment was quick and hassle-free.,Payment Issues,Positive
Difficult to navigate the app.,App Experience,Negative
No response from customer support!,Customer Support,Negative
"Driver was okay, nothing special.",Driver Behavior,Neutral
Driver was rude and impatient.,Driver Behavior,Negative
Got my refund without hassle.,Customer Support,Positive
Too expensive for such a short ride!,Pricing,Negative
Seats were neither too comfortable nor uncomfortable.,Ride Comfort,Neutral
Too expensive for such a short ride!,Pricing,Negative
"User-friendly interface, smooth booking.",App Experience,Positive
"Standard payment process, nothing special.",Payment Issues,Neutral
"User-friendly interface, smooth booking.",App Experience,Positive
Overall a great experience!,Miscellaneous,Positive
"Standard payment process, nothing special.",Payment Issues,Neutral
Had to restart the app once.,App Experience,Neutral
"Overall, a standard experience.",App Experience,Neutral
Smooth and relaxing ride.,Ride Comfort,Positive
Loved the premium ride experience.,Ride Comfort,Positive
"Standard payment process, nothing special.",Payment Issues,Neutral
"Price was fine, not too high, not too low.",Pricing,Neutral
Smooth ride with a friendly driver.,Driver Behavior,Positive
Very helpful and responsive customer care.,Customer Support,Positive
Smooth ride with a friendly driver.,Driver Behavior,Positive
It was the expected fare.,Pricing,Neutral
Smooth and relaxing ride.,Ride Comfort,Positive
Overall a great experience!,Miscellaneous,Positive
Difficult to navigate the app.,App Experience,Negative
"Long loading times, frustrating experience.",App Experience,Negative
Seats were neither too comfortable nor uncomfortable.,Ride Comfort,Neutral
"Loved the service, driver was punctual and courteous.",Driver Behavior,Positive
Great value for money!,Pricing,Positive
Support team resolved my issue quickly.,Customer Support,Positive
Not satisfied with the overall service.,Miscellaneous,Negative
Payment failed multiple times.,Payment Issues,Negative
"Standard service, nothing great.",Customer Support,Neutral
Double charged for my ride!,Payment Issues,Negative
The driver followed the route correctly.,Driver Behavior,Neutral
Driver was rude and impatient.,Driver Behavior,Negative
Refund took too long to process.,Payment Issues,Negative
"Price was fine, not too high, not too low.",Pricing,Neutral
Payment failed multiple times.,Payment Issues,Negative
Seamless payment experience.,Payment Issues,Positive
Just an average experience.,Miscellaneous,Neutral
"Loved the service, driver was punctual and courteous.",Driver Behavior,Positive
"Loved the service, driver was punctual and courteous.",Driver Behavior,Positive
"Standard payment process, nothing special.",Payment Issues,Neutral
"Long loading times, frustrating experience.",App Experience,Negative
Affordable and transparent pricing.,Pricing,Positive
The fare was reasonable for the distance.,Pricing,Positive
"User-friendly interface, smooth booking.",App Experience,Positive
"Loved the service, driver was punctual and courteous.",Driver Behavior,Positive
"Nothing remarkable, but it worked.",Miscellaneous,Neutral
App worked flawlessly.,App Experience,Positive
"Nothing remarkable, but it worked.",Miscellaneous,Neutral
"Long loading times, frustrating experience.",App Experience,Negative
"Loved the service, driver was punctual and courteous.",Driver Behavior,Positive
"Nothing remarkable, but it worked.",Miscellaneous,Neutral
Support team resolved my issue quickly.,Customer Support,Positive
"So many issues, wouldn't recommend.",Miscellaneous,Negative
App kept crashing while booking.,App Experience,Negative
The driver was polite and professional.,Driver Behavior,Positive
The driver followed the route correctly.,Driver Behavior,Neutral
"Price was fine, not too high, not too low.",Pricing,Neutral
Support team resolved my issue quickly.,Customer Support,Positive
Seamless payment experience.,Payment Issues,Positive
Charged extra without explanation.,Pricing,Negative
App kept crashing while booking.,App Experience,Negative
Great value for money!,Pricing,Positive
"Loved the service, driver was punctual and courteous.",Driver Behavior,Positive
Got my refund without hassle.,Customer Support,Positive
"Long loading times, frustrating experience.",App Experience,Negative
"Price was fine, not too high, not too low.",Pricing,Neutral
No response from customer support!,Customer Support,Negative
Refund took too long to process.,Payment Issues,Negative
"Neither good nor bad, just okay.",Miscellaneous,Neutral
The driver followed the route correctly.,Driver Behavior,Neutral
Not satisfied with the overall service.,Miscellaneous,Negative
The fare was reasonable for the distance.,Pricing,Positive
No surprises in pricing.,Pricing,Neutral
Smooth and relaxing ride.,Ride Comfort,Positive
Driver refused to turn on the AC.,Driver Behavior,Negative
App worked flawlessly.,App Experience,Positive
Cashless transactions work perfectly.,Payment Issues,Positive
Easy to book a ride using the app.,App Experience,Positive
Too expensive for such a short ride!,Pricing,Negative
Support team resolved my issue quickly.,Customer Support,Positive
It was the expected fare.,Pricing,Neutral
"Standard service, nothing great.",Customer Support,Neutral
"Price was fine, not too high, not too low.",Pricing,Neutral
"So many issues, wouldn't recommend.",Miscellaneous,Negative
"They eventually helped, but not promptly.",Customer Support,Neutral
"So many issues, wouldn't recommend.",Miscellaneous,Negative
Surge pricing was unfair.,Pricing,Negative
Decent ride but lacked engagement.,Driver Behavior,Neutral
Too expensive for such a short ride!,Pricing,Negative
Seamless payment experience.,Payment Issues,Positive
"Standard payment process, nothing special.",Payment Issues,Neutral
"Overall, a standard experience.",App Experience,Neutral
Double charged for my ride!,Payment Issues,Negative
Cashless transactions work perfectly.,Payment Issues,Positive
Not satisfied with the overall service.,Miscellaneous,Negative
Surge pricing was unfair.,Pricing,Negative
Very comfortable seats and clean car.,Ride Comfort,Positive
Car was clean but not luxurious.,Ride Comfort,Neutral
"Customer support was okay, took some time.",Customer Support,Neutral
Payment failed multiple times.,Payment Issues,Negative
Easy to book a ride using the app.,App Experience,Positive
"Price was fine, not too high, not too low.",Pricing,Neutral
Got my refund without hassle.,Customer Support,Positive
Charged extra without explanation.,Pricing,Negative
Difficult to navigate the app.,App Experience,Negative
"Payment was processed, but took some time.",Payment Issues,Neutral
"User-friendly interface, smooth booking.",App Experience,Positive
Loved the premium ride experience.,Ride Comfort,Positive
The driver was polite and professional.,Driver Behavior,Positive
Support team resolved my issue quickly.,Customer Support,Positive
"Loved the service, driver was punctual and courteous.",Driver Behavior,Positive
Everything was smooth and well-managed.,Miscellaneous,Positive
Easy to book a ride using the app.,App Experience,Positive
"Ride was okay, nothing extraordinary.",Ride Comfort,Neutral
The fare was reasonable for the distance.,Pricing,Positive
Car was clean but not luxurious.,Ride Comfort,Neutral
Worst experience I've had with a cab service.,Miscellaneous,Negative
Car was clean but not luxurious.,Ride Comfort,Neutral
Payment failed multiple times.,Payment Issues,Negative
Double charged for my ride!,Payment Issues,Negative
Affordable and transparent pricing.,Pricing,Positive
The driver was polite and professional.,Driver Behavior,Positive
"Payment was processed, but took some time.",Payment Issues,Neutral
Very comfortable seats and clean car.,Ride Comfort,Positive
Driver was rude and impatient.,Driver Behavior,Negative
Just an average experience.,Miscellaneous,Neutral
Affordable and transparent pricing.,Pricing,Positive
Charged extra without explanation.,Pricing,Negative
"Standard service, nothing great.",Customer Support,Neutral
Decent ride but lacked engagement.,Driver Behavior,Neutral
"Long loading times, frustrating experience.",App Experience,Negative
Smooth ride with a friendly driver.,Driver Behavior,Positive
Cashless transactions work perfectly.,Payment Issues,Positive
No response from customer support!,Customer Support,Negative
Great value for money!,Pricing,Positive
"Overall, a standard experience.",App Experience,Neutral
Easy to book a ride using the app.,App Experience,Positive
Payment failed multiple times.,Payment Issues,Negative
Car was clean but not luxurious.,Ride Comfort,Neutral
Affordable and transparent pricing.,Pricing,Positive
"Customer support was okay, took some time.",Customer Support,Neutral
Would definitely use this service again.,Miscellaneous,Positive
No response from customer support!,Customer Support,Negative
Support team resolved my issue quickly.,Customer Support,Positive
Cashless transactions work perfectly.,Payment Issues,Positive
"Standard payment process, nothing special.",Payment Issues,Neutral
The driver was polite and professional.,Driver Behavior,Positive
Ride was bumpy and unpleasant.,Ride Comfort,Negative
Ride was bumpy and unpleasant.,Ride Comfort,Negative
App worked fine but nothing special.,App Experience,Neutral
Refund took too long to process.,Payment Issues,Negative
"Nothing remarkable, but it worked.",Miscellaneous,Neutral
Had to restart the app once.,App Experience,Neutral
Driver refused to turn on the AC.,Driver Behavior,Negative
"Nothing remarkable, but it worked.",Miscellaneous,Neutral
Surge pricing was unfair.,Pricing,Negative
Smooth ride with a friendly driver.,Driver Behavior,Positive
The driver followed the route correctly.,Driver Behavior,Neutral
"Standard payment process, nothing special.",Payment Issues,Neutral
"Had to re-enter card details, minor inconvenience.",Payment Issues,Neutral
Very helpful and responsive customer care.,Customer Support,Positive
App worked fine but nothing special.,App Experience,Neutral
"Payment was processed, but took some time.",Payment Issues,Neutral
"User-friendly interface, smooth booking.",App Experience,Positive
Had to restart the app once.,App Experience,Neutral
"Loved the service, driver was punctual and courteous.",Driver Behavior,Positive
"Car smelled bad, ruined the experience.",Ride Comfort,Negative
Long wait times and unhelpful support.,Customer Support,Negative
Too expensive for such a short ride!,Pricing,Negative
"Ride was okay, nothing extraordinary.",Ride Comfort,Neutral
Seats were neither too comfortable nor uncomfortable.,Ride Comfort,Neutral
No response from customer support!,Customer Support,Negative
Not satisfied with the overall service.,Miscellaneous,Negative
It was the expected fare.,Pricing,Neutral
Surge pricing was unfair.,Pricing,Negative
Driver refused to turn on the AC.,Driver Behavior,Negative
"Loved the service, driver was punctual and courteous.",Driver Behavior,Positive
It was the expected fare.,Pricing,Neutral
"Long loading times, frustrating experience.",App Experience,Negative
Smooth ride with a friendly driver.,Driver Behavior,Positive
"Payment was processed, but took some time.",Payment Issues,Neutral
Affordable and transparent pricing.,Pricing,Positive
"Very reckless driving, felt unsafe.",Driver Behavior,Negative
Very comfortable seats and clean car.,Ride Comfort,Positive
Loved the premium ride experience.,Ride Comfort,Positive
"Payment was processed, but took some time.",Payment Issues,Neutral
Would definitely use this service again.,Miscellaneous,Positive
"Car smelled bad, ruined the experience.",Ride Comfort,Negative
Everything was smooth and well-managed.,Miscellaneous,Positive
"Overall, a standard experience.",App Experience,Neutral
Smooth ride with a friendly driver.,Driver Behavior,Positive
No response from customer support!,Customer Support,Negative
Very comfortable seats and clean car.,Ride Comfort,Positive
"Standard payment process, nothing special.",Payment Issues,Neutral
Ride was bumpy and unpleasant.,Ride Comfort,Negative
Car was clean but not luxurious.,Ride Comfort,Neutral
Seats were neither too comfortable nor uncomfortable.,Ride Comfort,Neutral
Worst experience I've had with a cab service.,Miscellaneous,Negative
Just an average experience.,Miscellaneous,Neutral
The fare was reasonable for the distance.,Pricing,Positive
"Terrible service, issue not resolved.",Customer Support,Negative
Decent ride but lacked engagement.,Driver Behavior,Neutral
"Neither good nor bad, just okay.",Miscellaneous,Neutral
Not satisfied with the overall service.,Miscellaneous,Negative
Very comfortable seats and clean car.,Ride Comfort,Positive
"So many issues, wouldn't recommend.",Miscellaneous,Negative
"Very reckless driving, felt unsafe.",Driver Behavior,Negative
Support team resolved my issue quickly.,Customer Support,Positive
"Price was fine, not too high, not too low.",Pricing,Neutral
"They eventually helped, but not promptly.",Customer Support,Neutral
Would definitely use this service again.,Miscellaneous,Positive
Easy to book a ride using the app.,App Experience,Positive
Support team resolved my issue quickly.,Customer Support,Positive
"So many issues, wouldn't recommend.",Miscellaneous,Negative
Seamless payment experience.,Payment Issues,Positive
App worked flawlessly.,App Experience,Positive
Had to restart the app once.,App Experience,Neutral
Worst experience I've had with a cab service.,Miscellaneous,Negative
"So many issues, wouldn't recommend.",Miscellaneous,Negative
"They eventually helped, but not promptly.",Customer Support,Neutral
Driver was rude and impatient.,Driver Behavior,Negative
Loved the premium ride experience.,Ride Comfort,Positive
Support team resolved my issue quickly.,Customer Support,Positive
"Long loading times, frustrating experience.",App Experience,Negative
Got my refund without hassle.,Customer Support,Positive
It was the expected fare.,Pricing,Neutral
Support team resolved my issue quickly.,Customer Support,Positive
"Car smelled bad, ruined the experience.",Ride Comfort,Negative
Long wait times and unhelpful support.,Customer Support,Negative
"Standard payment process, nothing special.",Payment Issues,Neutral
Would definitely use this service again.,Miscellaneous,Positive
Support team resolved my issue quickly.,Customer Support,Positive
"Ride was okay, nothing extraordinary.",Ride Comfort,Neutral
The driver was polite and professional.,Driver Behavior,Positive
"Price was fine, not too high, not too low.",Pricing,Neutral
The driver was polite and professional.,Driver Behavior,Positive
Easy to book a ride using the app.,App Experience,Positive
Ride was bumpy and unpleasant.,Ride Comfort,Negative
Ride was bumpy and unpleasant.,Ride Comfort,Negative
Would definitely use this service again.,Miscellaneous,Positive
"Very reckless driving, felt unsafe.",Driver Behavior,Negative
"Driver was okay, nothing special.",Driver Behavior,Neutral
Everything was smooth and well-managed.,Miscellaneous,Positive
The driver was polite and professional.,Driver Behavior,Positive
Loved the premium ride experience.,Ride Comfort,Positive
Affordable and transparent pricing.,Pricing,Positive
Worst experience I've had with a cab service.,Miscellaneous,Negative
No response from customer support!,Customer Support,Negative
Just an average experience.,Miscellaneous,Neutral
"Ride was okay, nothing extraordinary.",Ride Comfort,Neutral
Decent ride but lacked engagement.,Driver Behavior,Neutral
Everything was smooth and well-managed.,Miscellaneous,Positive
Seats were neither too comfortable nor uncomfortable.,Ride Comfort,Neutral
"Long loading times, frustrating experience.",App Experience,Negative
Not satisfied with the overall service.,Miscellaneous,Negative
Overall a great experience!,Miscellaneous,Positive
Double charged for my ride!,Payment Issues,Negative
"Car smelled bad, ruined the experience.",Ride Comfort,Negative
"Standard service, nothing great.",Customer Support,Neutral
Driver refused to turn on the AC.,Driver Behavior,Negative
Would definitely use this service again.,Miscellaneous,Positive
"Ride was okay, nothing extraordinary.",Ride Comfort,Neutral
App worked fine but nothing special.,App Experience,Neutral
"Terrible service, issue not resolved.",Customer Support,Negative
Easy to book a ride using the app.,App Experience,Positive
Ride was bumpy and unpleasant.,Ride Comfort,Negative
"Had to re-enter card details, minor inconvenience.",Payment Issues,Neutral
App kept crashing while booking.,App Experience,Negative
"Loved the service, driver was punctual and courteous.",Driver Behavior,Positive
Cashless transactions work perfectly.,Payment Issues,Positive
"Car smelled bad, ruined the experience.",Ride Comfort,Negative
Seats were neither too comfortable nor uncomfortable.,Ride Comfort,Neutral
"Neither good nor bad, just okay.",Miscellaneous,Neutral
Got my refund without hassle.,Customer Support,Positive
"Payment was processed, but took some time.",Payment Issues,Neutral
Driver was rude and impatient.,Driver Behavior,Negative
Smooth ride with a friendly driver.,Driver Behavior,Positive
Cashless transactions work perfectly.,Payment Issues,Positive
"Payment was processed, but took some time.",Payment Issues,Neutral
"Standard service, nothing great.",Customer Support,Neutral
App worked flawlessly.,App Experience,Positive
Double charged for my ride!,Payment Issues,Negative
"Nothing remarkable, but it worked.",Miscellaneous,Neutral
Payment failed multiple times.,Payment Issues,Negative
Easy to book a ride using the app.,App Experience,Positive
Affordable and transparent pricing.,Pricing,Positive
"Ride was okay, nothing extraordinary.",Ride Comfort,Neutral
"Ride was okay, nothing extraordinary.",Ride Comfort,Neutral
"Terrible service, issue not resolved.",Customer Support,Negative
"Customer support was okay, took some time.",Customer Support,Neutral
Seamless payment experience.,Payment Issues,Positive
Seats were dirty and uncomfortable.,Ride Comfort,Negative
Payment failed multiple times.,Payment Issues,Negative
Difficult to navigate the app.,App Experience,Negative
Long wait times and unhelpful support.,Customer Support,Negative
Long wait times and unhelpful support.,Customer Support,Negative
"They eventually helped, but not promptly.",Customer Support,Neutral
Great value for money!,Pricing,Positive
Charged extra without explanation.,Pricing,Negative
"Payment was processed, but took some time.",Payment Issues,Neutral
"Customer support was okay, took some time.",Customer Support,Neutral
Difficult to navigate the app.,App Experience,Negative
Surge pricing was unfair.,Pricing,Negative
Seats were dirty and uncomfortable.,Ride Comfort,Negative
"Long loading times, frustrating experience.",App Experience,Negative
Everything was smooth and well-managed.,Miscellaneous,Positive
"Car smelled bad, ruined the experience.",Ride Comfort,Negative
Seats were dirty and uncomfortable.,Ride Comfort,Negative
It was the expected fare.,Pricing,Neutral
Seamless payment experience.,Payment Issues,Positive
Payment failed multiple times.,Payment Issues,Negative
Seats were dirty and uncomfortable.,Ride Comfort,Negative
"Driver was okay, nothing special.",Driver Behavior,Neutral
Affordable and transparent pricing.,Pricing,Positive
"Standard payment process, nothing special.",Payment Issues,Neutral
Long wait times and unhelpful support.,Customer Support,Negative
"Payment was processed, but took some time.",Payment Issues,Neutral
"User-friendly interface, smooth booking.",App Experience,Positive
The driver followed the route correctly.,Driver Behavior,Neutral
Car was clean but not luxurious.,Ride Comfort,Neutral
"Standard payment process, nothing special.",Payment Issues,Neutral
Great value for money!,Pricing,Positive
"Price was fine, not too high, not too low.",Pricing,Neutral
"Terrible service, issue not resolved.",Customer Support,Negative
Very helpful and responsive customer care.,Customer Support,Positive
The fare was reasonable for the distance.,Pricing,Positive
Long wait times and unhelpful support.,Customer Support,Negative
Charged extra without explanation.,Pricing,Negative
Refund took too long to process.,Payment Issues,Negative
Seats were dirty and uncomfortable.,Ride Comfort,Negative
App worked flawlessly.,App Experience,Positive
Loved the premium ride experience.,Ride Comfort,Positive
Had to restart the app once.,App Experience,Neutral
Driver was rude and impatient.,Driver Behavior,Negative
"Very reckless driving, felt unsafe.",Driver Behavior,Negative
Seamless payment experience.,Payment Issues,Positive
App kept crashing while booking.,App Experience,Negative
"Very reckless driving, felt unsafe.",Driver Behavior,Negative
Smooth and relaxing ride.,Ride Comfort,Positive
Seats were dirty and uncomfortable.,Ride Comfort,Negative
